,Unnamed: 0,x,y
0,-0.3,0.9333333333333335,-1.1266666666666667
1,-0.23333333333333334,0.9333333333333335,-0.8600000000000001
2,-0.16666666666666666,0.9333333333333335,-1.26
3,-0.1,0.9333333333333335,-0.9266666666666667
4,-0.03333333333333333,0.9333333333333335,-1.1933333333333334
5,0.03333333333333333,0.9333333333333335,-0.9933333333333334
6,0.1,1.0,-0.9933333333333334
7,0.16666666666666666,1.0666666666666667,-1.1266666666666667
8,0.23333333333333334,1.3333333333333335,-0.9266666666666667
9,0.3,1.2666666666666668,-0.9266666666666667
10,0.36666666666666664,1.1333333333333335,-1.1266666666666667
11,0.43333333333333335,1.0,-1.06
12,0.5,1.2666666666666668,-1.1266666666666667
13,0.5666666666666667,1.2666666666666668,-1.1933333333333334
14,0.6333333333333333,1.0666666666666667,-1.06
15,0.7,1.3333333333333335,-0.9933333333333334
16,0.7666666666666666,1.2666666666666668,-0.8600000000000001
17,0.8333333333333334,1.3333333333333335,-1.06
18,0.9,1.2000000000000002,-0.8600000000000001
19,0.9666666666666667,1.2000000000000002,-1.1933333333333334
20,1.0333333333333332,1.3333333333333335,-1.1266666666666667
21,1.1,0.9333333333333335,-1.06
